path,size,category,keep_or_exclude,release_destination,reason,license_status,contains_old_name,contains_hardcoded_path,contains_sensitive_information
RAG_Baselines/GraphRAG/tests/verbs/data/entities.parquet,119565,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/verbs/data/relationships.csv,347779,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/verbs/data/relationships.parquet,126576,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/verbs/data/text_units.csv,313138,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/verbs/data/text_units.parquet,202236,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/chunking/test_chunker.py,5696,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/chunking/test_prepend_metadata.py,1821,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/chunking/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/prompt-a.txt,15,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/prompt-b.txt,15,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/prompt-c.txt,15,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/prompt-d.txt,15,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/test_config.py,1868,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/test_metrics_config.py,699,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/test_model_config.py,3210,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/test_rate_limit_config.py,1932,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/test_retry_config.py,1771,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/test_template_engine_config.py,1263,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/test_tokenizer_config.py,1016,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/utils.py,16269,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphrag_factory/test_factory.py,1768,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphrag_factory/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/nx_stable_lcc.py,2282,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/test_compute_degree.py,4315,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/test_connected_components.py,5364,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/test_modularity.py,8378,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/test_stable_lcc.py,6681,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/__init__.py,104,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/hasher/test_hasher.py,3147,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/hasher/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/test_cluster_graph.py,10093,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/test_create_communities.py,22070,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/test_finalize_graph.py,15738,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/test_init_content.py,948,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/test_profiling.py,3300,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/config.py,827,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/test_load_config.py,5145,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/prompt_tune/test_load_docs_in_chunks.py,8913,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/prompt_tune/__init__.py,106,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/storage/test_csv_table.py,7774,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/storage/test_csv_table_provider.py,3876,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/storage/test_parquet_table_provider.py,2756,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/storage/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/utils/test_encoding.py,525,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/utils/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/vector_stores/test_filtering.py,11754,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/vector_stores/test_timestamp.py,3399,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/vector_stores/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/context_builder/dynamic_community_selection.py,5972,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/query/context_builder/test_entity_extraction.py,4700,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/context_builder/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/input/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/input/retrieval/test_entities.py,5096,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/input/retrieval/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/non-numeric/output/20240812-120000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/non-numeric/output/20240812-121000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/non-numeric/output/something-else/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/hidden/output/.hidden,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/hidden/output/.another/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/hidden/output/20240812-120000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/hidden/output/20240812-121000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/empty/something-else/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/defaults/output/20240812-120000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/query/data/defaults/output/20240812-121000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/config.yaml,194,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/config_with_env.yaml,204,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/invalid_config.yaml,15,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/invalid_config_format.yaml,96,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/settings.yaml,194,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/load_config/fixtures/test.env,25,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/cache/test_file_pipeline_cache.py,2432,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/cache/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_csv_loader.py,2478,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_jsonl_loader.py,1286,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_json_loader.py,2093,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_markitdown_loader.py,987,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_parquet_loader.py,1855,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_text_document.py,1876,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/test_text_loader.py,1054,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/operations/test_extract_graph.py,10235,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/operations/__init__.py,64,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/update/test_update_relationships.py,8228,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/update/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/entities/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/entities/extraction/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/entities/extraction/strategies/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/entities/extraction/strategies/graph_intelligence/test_gi_entity_extraction.py,2951,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/verbs/entities/extraction/strategies/graph_intelligence/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/operations/embed_text/test_embed_text.py,13155,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/indexing/operations/embed_text/__init__.py,64,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-csvs/input1.csv,63,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-csvs/input2.csv,31,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-csvs/input3.csv,23,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-jsons/input1.json,187,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-jsons/input2.json,48,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-txts/input1.txt,21,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/multiple-txts/input2.txt,14,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-csv/input.csv,63,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-html/input.html,85,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-json-multiple-objects/input.json,187,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-json-one-object/input.json,64,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-jsonl/input.jsonl,147,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-parquet/input.parquet,912,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/input/data/one-txt/input.txt,21,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/extractors/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/utils/test_stable_lcc.py,1728,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/utils/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/extractors/community_reports/test_sort_context.py,8761,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/indexing/graph/extractors/community_reports/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/graphs/fixtures/graph.json,139855,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/unit/config/fixtures/minimal_config/settings.yaml,273,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/fixtures/minimal_config_missing_env_var/settings.yaml,295,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/unit/config/fixtures/timestamp_dirs/20240812-120000/empty.txt,0,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/cache/test_factory.py,4807,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/cache/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/language_model/test_factory.py,2760,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/integration/language_model/test_rate_limiter.py,10968,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/integration/language_model/test_retries.py,6351,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/language_model/utils.py,1076,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/language_model/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/logging/test_factory.py,2453,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/logging/test_standard_logging.py,4226,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/logging/__init__.py,109,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/storage/test_blob_storage.py,3321,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/storage/test_cosmosdb_storage.py,4305,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/storage/test_factory.py,4939,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/storage/test_file_storage.py,1750,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/storage/__init__.py,77,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/vector_stores/test_azure_ai_search.py,7135,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/integration/vector_stores/test_cosmosdb.py,4376,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/vector_stores/test_factory.py,5199,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/integration/vector_stores/test_lancedb.py,20380,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/integration/vector_stores/__init__.py,136,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/azure/config.json,335,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/azure/settings.yml,744,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/fixtures/min-csv/config.json,2949,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/min-csv/settings.yml,907,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/fixtures/text/config.json,3077,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/text/settings.yml,1025,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/fixtures/text/input/ABOUT.md,139,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/text/input/dulce.txt,23600,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/fixtures/text/prompts/community_report.txt,6543,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/min-csv/input/ABOUT.md,139,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/min-csv/input/dulce.csv,124955,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/tests/fixtures/azure/input/ABOUT.md,139,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/tests/fixtures/azure/input/dulce.txt,23600,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/packages/graphrag/pyproject.toml,2360,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag/README.md,4576,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-cache/pyproject.toml,1663,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-cache/README.md,2010,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-chunking/pyproject.toml,1647,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-chunking/README.md,1373,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,true
RAG_Baselines/GraphRAG/packages/graphrag-common/pyproject.toml,1658,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-common/README.md,1319,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-input/pyproject.toml,1762,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-input/README.md,1616,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-llm/pyproject.toml,1851,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-llm/README.md,1409,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-storage/COSMOS_TABLE_PROVIDER_DESIGN.md,20785,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-storage/pyproject.toml,1767,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-storage/README.md,2461,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/pyproject.toml,1819,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/README.md,2017,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/azure_ai_search.ipynb,12842,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/basic_usage_factory_example.ipynb,1835,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/basic_usage_with_utility_function_example.ipynb,1675,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/cosmosdb.ipynb,12742,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/custom_vector_example.ipynb,3091,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
RAG_Baselines/GraphRAG/packages/graphrag-vectors/example_notebooks/custom_vector_store.ipynb,28377,third_party,exclude,,external RAG repository or asset,third_party_license_unclear_or_external,false,false,false
